ID_Pedido,Data_Pedido,ID_Cliente,Segmento,Pais,Regiao,ID_Produto,Categoria,Nome_Produto,Valor_Venda,Quantidade
CA-2016-127208,2016-06-12,SC-20770,Corporate,United States,South,OFF-BI-10002309,Office Supplies,Avery Heavy-Duty EZD  Binder With Locking Rings,16.74,3
CA-2014-139451,2014-10-12,DN-13690,Consumer,United States,West,OFF-AR-10002053,Office Supplies,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.9,5
CA-2014-139451,2014-10-12,DN-13690,Consumer,United States,West,OFF-ST-10002370,Office Supplies,"Sortfiler Multipurpose Personal File Organizer, Black",21.39,1
CA-2015-149734,2015-09-03,JC-16105,Corporate,United States,South,OFF-EN-10000927,Office Supplies,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984,7
US-2017-119662,2017-11-13,CS-12400,Home Office,United States,Central,OFF-ST-10003656,Office Supplies,Safco Industrial Wire Shelving,230.376,3
CA-2017-140088,2017-05-28,PO-18865,Consumer,United States,South,FUR-CH-10000863,Furniture,Novimex Swivel Fabric Task Chair,301.96,2
CA-2017-155558,2017-10-26,PG-18895,Consumer,United States,Central,TEC-AC-10001998,Technology,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99,1
CA-2017-155558,2017-10-26,PG-18895,Consumer,United States,Central,OFF-LA-10000134,Office Supplies,Avery 511,6.16,2
CA-2016-159695,2016-04-05,GM-14455,Home Office,United States,Central,OFF-ST-10003442,Office Supplies,Eldon Portable Mobile Manager,158.368,7
CA-2016-109806,2016-09-17,JS-15685,Corporate,United States,West,OFF-AR-10004930,Office Supplies,Turquoise Lead Holder with Pocket Clip,20.1,3
CA-2016-109806,2016-09-17,JS-15685,Corporate,United States,West,TEC-PH-10004093,Technology,Panasonic Kx-TS550,73.584,2
CA-2016-109806,2016-09-17,JS-15685,Corporate,United States,West,OFF-PA-10000304,Office Supplies,Xerox 1995,6.48,1
CA-2015-149587,2015-01-31,KB-16315,Consumer,United States,Central,OFF-PA-10003177,Office Supplies,Xerox 1999,12.96,2
CA-2015-149587,2015-01-31,KB-16315,Consumer,United States,Central,FUR-FU-10003799,Furniture,"Seth Thomas 13 1/2"" Wall Clock",53.34,3
CA-2015-149587,2015-01-31,KB-16315,Consumer,United States,Central,OFF-BI-10002852,Office Supplies,Ibico Standard Transparent Covers,32.96,2
US-2017-109484,2017-11-06,RB-19705,Home Office,United States,West,OFF-BI-10004738,Office Supplies,Flexible Leather- Look Classic Collection Ring Binder,5.682,1
CA-2017-161018,2017-11-09,PN-18775,Home Office,United States,East,FUR-FU-10000629,Furniture,9-3/4 Diameter Round Wall Clock,96.53,7
CA-2017-157833,2017-06-17,KD-16345,Consumer,United States,West,OFF-BI-10001721,Office Supplies,Trimflex Flexible Post Binders,51.312,3
CA-2016-149223,2016-09-06,ER-13855,Corporate,United States,Central,OFF-AP-10000358,Office Supplies,Fellowes Basic Home/Office Series Surge Protectors,77.88,6
CA-2016-158568,2016-08-29,RB-19465,Home Office,United States,Central,OFF-PA-10003256,Office Supplies,Avery Personal Creations Heavyweight Cards,64.624,7
CA-2016-158568,2016-08-29,RB-19465,Home Office,United States,Central,TEC-AC-10001767,Technology,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.976,3
CA-2016-158568,2016-08-29,RB-19465,Home Office,United States,Central,OFF-BI-10002609,Office Supplies,Avery Hidden Tab Dividers for Binding Systems,1.788,3
CA-2016-129903,2016-12-01,GZ-14470,Consumer,United States,Central,OFF-PA-10004040,Office Supplies,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),23.92,4
US-2015-156867,2015-11-13,LC-16870,Consumer,United States,West,TEC-AC-10001552,Technology,Logitech K350 2.4Ghz Wireless Keyboard,238.896,6
US-2015-156867,2015-11-13,LC-16870,Consumer,United States,West,FUR-FU-10004006,Furniture,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36,3
US-2015-156867,2015-11-13,LC-16870,Consumer,United States,West,OFF-BI-10002794,Office Supplies,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",36.882,3
CA-2017-119004,2017-11-23,JM-15250,Consumer,United States,South,TEC-AC-10003499,Technology,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,74.112,8
CA-2017-119004,2017-11-23,JM-15250,Consumer,United States,South,TEC-PH-10002844,Technology,Speck Products Candyshell Flip Case,27.992,1
CA-2017-119004,2017-11-23,JM-15250,Consumer,United States,South,OFF-AR-10000390,Office Supplies,Newell Chalk Holder,3.304,1
CA-2015-129476,2015-10-15,PA-19060,Home Office,United States,Central,TEC-AC-10000844,Technology,Logitech Gaming G510s - Keyboard,339.96,5
CA-2017-146780,2017-12-25,CV-12805,Corporate,United States,East,FUR-FU-10001934,Furniture,Magnifier Swing Arm Lamp,41.96,2
CA-2016-128867,2016-11-03,CL-12565,Consumer,United States,Central,OFF-AR-10000380,Office Supplies,"Hunt PowerHouse Electric Pencil Sharpener, Blue",75.96,2
CA-2016-128867,2016-11-03,CL-12565,Consumer,United States,Central,OFF-BI-10003981,Office Supplies,"Avery Durable Plastic 1"" Binders",27.24,6
CA-2014-115259,2014-08-25,RC-19960,Consumer,United States,East,OFF-FA-10000621,Office Supplies,"OIC Colored Binder Clips, Assorted Sizes",40.096,14
CA-2014-115259,2014-08-25,RC-19960,Consumer,United States,East,OFF-EN-10002600,Office Supplies,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",4.72,2
CA-2014-115259,2014-08-25,RC-19960,Consumer,United States,East,OFF-PA-10004965,Office Supplies,Xerox 1921,23.976,3
CA-2014-115259,2014-08-25,RC-19960,Consumer,United States,East,OFF-EN-10002504,Office Supplies,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",130.464,6
CA-2015-110457,2015-03-02,DK-13090,Consumer,United States,West,FUR-TA-10001768,Furniture,Hon Racetrack Conference Tables,787.53,3
US-2015-136476,2015-04-05,GG-14650,Corporate,United States,South,OFF-BI-10003650,Office Supplies,GBC DocuBind 300 Electric Binding Machine,157.794,1
CA-2016-103730,2016-06-12,SC-20725,Consumer,United States,East,FUR-FU-10002157,Furniture,Artistic Insta-Plaque,47.04,3
CA-2016-103730,2016-06-12,SC-20725,Consumer,United States,East,OFF-BI-10003910,Office Supplies,DXL Angle-View Binders with Locking Rings by Samsill,30.84,4
CA-2016-103730,2016-06-12,SC-20725,Consumer,United States,East,OFF-ST-10000777,Office Supplies,"Companion Letter/Legal File, Black",226.56,6
CA-2016-103730,2016-06-12,SC-20725,Consumer,United States,East,OFF-EN-10002500,Office Supplies,Globe Weis Peel & Seel First Class Envelopes,115.02,9
CA-2016-103730,2016-06-12,SC-20725,Consumer,United States,East,TEC-PH-10003875,Technology,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,68.04,7
US-2014-152030,2014-12-26,AD-10180,Home Office,United States,Central,FUR-CH-10004063,Furniture,Global Deluxe High-Back Manager's Chair,600.558,3
US-2014-134614,2014-09-20,PF-19165,Consumer,United States,Central,FUR-TA-10004534,Furniture,Bevis 44 x 96 Conference Tables,617.7,6
US-2017-107272,2017-11-05,TS-21610,Consumer,United States,West,OFF-BI-10003274,Office Supplies,"Avery Durable Slant Ring Binders, No Labels",2.388,2
US-2017-107272,2017-11-05,TS-21610,Consumer,United States,West,OFF-ST-10002974,Office Supplies,"Trav-L-File Heavy-Duty Shuttle II, Black",243.992,7
US-2016-125969,2016-11-06,LS-16975,Home Office,United States,West,FUR-CH-10001146,Furniture,"Global Task Chair, Black",81.424,2
US-2016-125969,2016-11-06,LS-16975,Home Office,United States,West,FUR-FU-10003773,Furniture,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238.56,3
US-2017-164147,2017-02-02,DW-13585,Corporate,United States,East,TEC-PH-10002293,Technology,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,59.97,5
US-2017-164147,2017-02-02,DW-13585,Corporate,United States,East,OFF-PA-10002377,Office Supplies,Xerox 1916,78.304,2
US-2017-164147,2017-02-02,DW-13585,Corporate,United States,East,OFF-FA-10002780,Office Supplies,Staples,21.456,9
CA-2016-145583,2016-10-13,LC-16885,Consumer,United States,West,OFF-PA-10001804,Office Supplies,Xerox 195,20.04,3
CA-2016-145583,2016-10-13,LC-16885,Consumer,United States,West,OFF-PA-10001736,Office Supplies,Xerox 1880,35.44,1
CA-2016-145583,2016-10-13,LC-16885,Consumer,United States,West,OFF-AR-10001149,Office Supplies,"Sanford Colorific Colored Pencils, 12/Box",11.52,4
CA-2016-145583,2016-10-13,LC-16885,Consumer,United States,West,OFF-FA-10002988,Office Supplies,Ideal Clamps,4.02,2
CA-2016-145583,2016-10-13,LC-16885,Consumer,United States,West,OFF-BI-10004781,Office Supplies,GBC Wire Binding Strips,76.176,3
CA-2016-145583,2016-10-13,LC-16885,Consumer,United States,West,OFF-SU-10001218,Office Supplies,Fiskars Softgrip Scissors,65.88,6
CA-2016-145583,2016-10-13,LC-16885,Consumer,United States,West,FUR-FU-10001706,Furniture,Longer-Life Soft White Bulbs,43.12,14
CA-2016-110366,2016-09-05,JD-15895,Corporate,United States,East,FUR-FU-10004848,Furniture,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",82.8,2
CA-2017-106180,2017-09-18,SH-19975,Corporate,United States,West,OFF-AR-10000940,Office Supplies,Newell 343,8.82,3
CA-2017-106180,2017-09-18,SH-19975,Corporate,United States,West,OFF-EN-10004030,Office Supplies,Convenience Packs of Business Envelopes,10.86,3
CA-2017-106180,2017-09-18,SH-19975,Corporate,United States,West,OFF-PA-10004327,Office Supplies,Xerox 1911,143.7,3
CA-2017-155376,2017-12-22,SG-20080,Consumer,United States,Central,OFF-AP-10001058,Office Supplies,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,839.43,3
CA-2015-110744,2015-09-07,HA-14920,Consumer,United States,West,OFF-ST-10003656,Office Supplies,Safco Industrial Wire Shelving,671.93,7
CA-2014-110072,2014-10-22,MG-17680,Home Office,United States,East,FUR-FU-10000521,Furniture,"Seth Thomas 14"" Putty-Colored Wall Clock",93.888,4
CA-2016-114489,2016-12-05,JE-16165,Corporate,United States,Central,TEC-PH-10000215,Technology,Plantronics Cordless Phone Headset with In-line Volume - M214C,384.45,11
CA-2016-114489,2016-12-05,JE-16165,Corporate,United States,Central,TEC-PH-10001448,Technology,Anker Astro 15000mAh USB Portable Charger,149.97,3
CA-2016-114489,2016-12-05,JE-16165,Corporate,United States,Central,FUR-CH-10000454,Furniture,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1951.84,8
CA-2016-114489,2016-12-05,JE-16165,Corporate,United States,Central,OFF-BI-10002735,Office Supplies,GBC Prestige Therm-A-Bind Covers,171.55,5
CA-2016-158834,2016-03-13,TW-21025,Home Office,United States,West,OFF-AP-10000326,Office Supplies,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,157.92,5
CA-2016-158834,2016-03-13,TW-21025,Home Office,United States,West,TEC-PH-10001254,Technology,Jabra BIZ 2300 Duo QD Duo Corded Headset,203.184,2
CA-2015-124919,2015-05-31,SP-20650,Corporate,United States,West,OFF-PA-10001950,Office Supplies,Southworth 25% Cotton Antique Laid Paper & Envelopes,58.38,7
CA-2015-124919,2015-05-31,SP-20650,Corporate,United States,West,OFF-PA-10002254,Office Supplies,Xerox 1883,105.52,4
CA-2015-124919,2015-05-31,SP-20650,Corporate,United States,West,OFF-ST-10001590,Office Supplies,"Tenex Personal Project File with Scoop Front Design, Black",80.88,6
CA-2015-118948,2015-05-28,NK-18490,Home Office,United States,West,OFF-AR-10001547,Office Supplies,Newell 311,6.63,3
CA-2014-104269,2014-03-01,DB-13060,Consumer,United States,West,FUR-CH-10004063,Furniture,Global Deluxe High-Back Manager's Chair,457.568,2
CA-2016-114104,2016-11-20,NP-18670,Consumer,United States,Central,OFF-LA-10002475,Office Supplies,Avery 519,14.62,2
CA-2016-114104,2016-11-20,NP-18670,Consumer,United States,Central,TEC-PH-10004536,Technology,Avaya 5420 Digital phone,944.93,7
CA-2016-162733,2016-05-11,TT-21070,Consumer,United States,West,OFF-PA-10002751,Office Supplies,Xerox 1920,5.98,1
CA-2015-119697,2015-12-28,EM-13960,Consumer,United States,East,TEC-AC-10003657,Technology,Lenovo 17-Key USB Numeric Keypad,54.384,2
CA-2016-154508,2016-11-16,RD-19900,Consumer,United States,West,OFF-EN-10001990,Office Supplies,Staple envelope,28.4,5
CA-2016-113817,2016-11-07,MJ-17740,Consumer,United States,West,OFF-BI-10004002,Office Supplies,Wilson Jones International Size A4 Ring Binders,27.68,2
CA-2014-139892,2014-09-08,BM-11140,Consumer,United States,Central,OFF-AR-10004441,Office Supplies,BIC Brite Liner Highlighters,9.936,3
CA-2014-139892,2014-09-08,BM-11140,Consumer,United States,Central,TEC-MA-10000822,Technology,Lexmark MX611dhe Monochrome Laser Printer,8159.952,8
CA-2014-139892,2014-09-08,BM-11140,Consumer,United States,Central,OFF-ST-10000991,Office Supplies,Space Solutions HD Industrial Steel Shelving.,275.928,3
CA-2014-139892,2014-09-08,BM-11140,Consumer,United States,Central,FUR-CH-10004287,Furniture,SAFCO Arco Folding Chair,1740.06,9
CA-2014-139892,2014-09-08,BM-11140,Consumer,United States,Central,OFF-AR-10002656,Office Supplies,Sanford Liquid Accent Highlighters,32.064,6
CA-2014-139892,2014-09-08,BM-11140,Consumer,United States,Central,OFF-AP-10002518,Office Supplies,Kensington 7 Outlet MasterPiece Power Center,177.98,5
CA-2014-139892,2014-09-08,BM-11140,Consumer,United States,Central,TEC-PH-10003931,Technology,JBL Micro Wireless Portable Bluetooth Speaker,143.976,3
CA-2014-118962,2014-08-05,CS-12130,Consumer,United States,West,OFF-PA-10000659,Office Supplies,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",20.94,3
CA-2014-118962,2014-08-05,CS-12130,Consumer,United States,West,OFF-PA-10001144,Office Supplies,Xerox 1913,110.96,2
CA-2014-118962,2014-08-05,CS-12130,Consumer,United States,West,FUR-CH-10003817,Furniture,"Global Value Steno Chair, Gray",340.144,7
US-2014-100853,2014-09-14,JB-15400,Corporate,United States,Central,OFF-AP-10000891,Office Supplies,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,52.448,2
US-2014-100853,2014-09-14,JB-15400,Corporate,United States,Central,OFF-LA-10003148,Office Supplies,Avery 51,20.16,4
US-2017-152366,2017-04-21,SJ-20500,Consumer,United States,Central,OFF-AP-10002684,Office Supplies,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",97.264,4
US-2015-101511,2015-11-21,JE-15745,Consumer,United States,East,FUR-CH-10004698,Furniture,"Padded Folding Chairs, Black, 4/Carton",396.802,7
US-2015-101511,2015-11-21,JE-15745,Consumer,United States,East,OFF-SU-10002189,Office Supplies,Acme Rosewood Handle Letter Opener,15.88,5
