Data,Total_Vendas
2023-05-30,68.6842024879842
2023-05-31,63.091301642905144
2023-06-01,54.943403656309286
2023-06-02,44.45059727028932
2023-06-03,50.99295366112464
2023-06-04,59.1653623664935
2023-06-05,61.99655773454846
2023-06-06,76.87815167754202
2023-06-07,64.55800199573463
2023-06-08,47.6046451228111
2023-06-09,51.48348892135091
2023-06-10,45.308276824183054
2023-06-11,61.985423018712126
2023-06-12,71.71129271971719
2023-06-13,63.795867530059745
2023-06-14,67.35571803739724
2023-06-15,55.97506724350703
2023-06-16,52.6610216781542
2023-06-17,60.015650088589446
2023-06-18,57.17305941998559
2023-06-19,62.49963400289277
2023-06-20,63.8017069736906
2023-06-21,58.80978596634838
2023-06-22,53.875654061753956
2023-06-23,50.606480752265014
2023-06-24,52.26513917196967
2023-06-25,62.88591624517984
2023-06-26,66.68332428406961
2023-06-27,75.86694950760479
2023-06-28,61.91555322498573
2023-06-29,68.21200844177251
2023-06-30,52.379057617006815
2023-07-01,46.9458973932382
2023-07-02,53.74553750969423
2023-07-03,69.38067690089623
2023-07-04,67.831965195189
2023-07-05,67.15883986163617
2023-07-06,57.327350731692334
2023-07-07,49.236576314897405
2023-07-08,47.34771658497763
2023-07-09,51.87576387657083
2023-07-10,65.08574006434523
2023-07-11,73.5812730934356
2023-07-12,65.00930611182666
2023-07-13,49.082468715264596
2023-07-14,50.81662550743772
2023-07-15,53.85827207396371
2023-07-16,55.38071281899426
2023-07-17,68.43694035440785
2023-07-18,69.94032271404822
2023-07-19,58.57398590202246
2023-07-20,57.4500994105659
2023-07-21,53.10464351002297
2023-07-22,57.69694139119613
2023-07-23,65.41901026017452
2023-07-24,61.129967984894805
2023-07-25,65.31015392224265
2023-07-26,67.21401372721907
2023-07-27,58.580092363385724
2023-07-28,53.22595930971195
2023-07-29,71.8953426285934
2023-07-30,63.354452553465904
2023-07-31,74.04614302558329
2023-08-01,75.11928793928426
2023-08-02,68.24579364770472
2023-08-03,54.78481638562289
2023-08-04,54.795566980648104
2023-08-05,49.117559102631795
2023-08-06,59.66590696629981
2023-08-07,66.29149708553464
2023-08-08,71.10864981874985
2023-08-09,76.91213022454319
2023-08-10,47.37483664586556
2023-08-11,54.78202183005432
2023-08-12,45.26810581937144
2023-08-13,58.84034067105276
2023-08-14,74.51306780951704
2023-08-15,71.3706792172956
2023-08-16,60.30011350152931
2023-08-17,53.48464406252465
2023-08-18,55.098709622855175
2023-08-19,50.02985201673406
2023-08-20,62.632292947909875
2023-08-21,69.64617402419933
2023-08-22,68.14127738378919
2023-08-23,76.75855783780214
2023-08-24,60.58075772041448
2023-08-25,41.92500794489374
2023-08-26,54.96395674916675
2023-08-27,58.591067676157834
2023-08-28,74.03048149866123
2023-08-29,67.78667542965482
2023-08-30,65.81515518384097
2023-08-31,60.286099003726655
2023-09-01,56.72949684903237
2023-09-02,48.38020314004077
2023-09-03,60.5774938207951
2023-09-04,67.74358826887537
2023-09-05,68.83263295894969
2023-09-06,75.56610859258114
2023-09-07,60.13607116362934
2023-09-08,46.44630110650659
2023-09-09,59.320994910593576
2023-09-10,73.21078098506308
2023-09-11,75.6306411274361
2023-09-12,64.85242929204816
2023-09-13,64.66766702684433
2023-09-14,64.79571835475761
2023-09-15,49.56237355008789
2023-09-16,57.3007823160507
2023-09-17,66.82317026714638
2023-09-18,66.18366246678983
2023-09-19,72.50165234150927
2023-09-20,51.23250069083018
2023-09-21,53.68922440215299
2023-09-22,52.18788012121598
2023-09-23,49.19276926549535
2023-09-24,71.46205651965823
2023-09-25,64.01760793487713
2023-09-26,70.94905668833334
2023-09-27,68.44254027760618
2023-09-28,66.36752905415521
2023-09-29,46.62141012228464
2023-09-30,61.59750393609462
2023-10-01,63.70116530509805
2023-10-02,66.61077156944057
2023-10-03,75.80979649313458
2023-10-04,69.13413586904302
2023-10-05,56.5100782230306
2023-10-06,54.49973130313191
2023-10-07,54.205117191010885
2023-10-08,64.56758672625614
2023-10-09,75.17896819728543
2023-10-10,81.77936320254504
2023-10-11,62.29975989704136
2023-10-12,70.52632948210585
2023-10-13,44.74028188056923
2023-10-14,55.72275970014181
2023-10-15,67.29158603242256
2023-10-16,73.6232741633554
2023-10-17,71.08578152271524
2023-10-18,67.79822613938943
2023-10-19,57.74615793553029
2023-10-20,51.9038970934608
2023-10-21,61.07969566042472
2023-10-22,66.48507742982528
2023-10-23,69.10376684837719
2023-10-24,79.04727849898451
2023-10-25,70.72533499555853
2023-10-26,64.62547320301944
2023-10-27,58.34886508779984
2023-10-28,53.036710120709095
2023-10-29,62.249094799014976
2023-10-30,76.65478285029663
2023-10-31,77.95113044898564
2023-11-01,69.43432942135493
2023-11-02,61.49779952536823
2023-11-03,61.939045357123945
2023-11-04,54.57382823114053
2023-11-05,68.13548690585037
2023-11-06,72.25735156251072
2023-11-07,74.16087310568213
2023-11-08,75.38272165111182
2023-11-09,65.38824435376466
2023-11-10,59.96826905818506
2023-11-11,64.4090792110912
2023-11-12,65.85501920816375
2023-11-13,77.02807968115523
2023-11-14,74.04794533885101
2023-11-15,71.85966915361776
2023-11-16,60.96044733698629
2023-11-17,56.735700703145376
2023-11-18,61.20747030250433
2023-11-19,62.008896583832374
2023-11-20,84.43025120310757
2023-11-21,70.9191922143198
2023-11-22,64.51789432723709
2023-11-23,67.75171697632524
2023-11-24,60.55903434799639
2023-11-25,61.70228426058041
2023-11-26,69.59172754632151
2023-11-27,74.25708096044556
2023-11-28,71.81300726438909
2023-11-29,71.31786018214407
2023-11-30,58.92535405126403
2023-12-01,61.82631954527051
2023-12-02,58.1963982678088
2023-12-03,62.672514016037326
2023-12-04,73.06138561641504
2023-12-05,78.71393639319642
2023-12-06,68.47021462715625
2023-12-07,58.550060630992114
2023-12-08,58.51915693564137
2023-12-09,60.50651803086333
2023-12-10,64.61528412314459
2023-12-11,72.66312329658861
2023-12-12,78.1595288086064
2023-12-13,64.3984156836892
2023-12-14,55.97384373694169
2023-12-15,54.05849977191968
2023-12-16,58.56444941676034
2023-12-17,69.05453782798948
2023-12-18,82.74509590942785
2023-12-19,81.6375772378285
2023-12-20,71.18914474135838
2023-12-21,63.2660815693107
2023-12-22,52.98807405499273
2023-12-23,59.889119495357846
2023-12-24,66.4067068053991
2023-12-25,77.33190762637075
2023-12-26,73.5631244040567
2023-12-27,74.93556996238156
2023-12-28,71.37485717383774
2023-12-29,57.806920135897535
2023-12-30,62.34024378581437
2023-12-31,71.65071995855516
